****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350695 ******* 

Variable    Labels
ER72517    DE46 AMOUNT EARNED LAST YEAR--JOB 1     
ER72518    DE46 PER FOR AMT EARNED LAST YR--JOB 1  
ER72519    DE51 WHY LAST JOB END (SP-U)            
ER72520    DE6 BEGINNING MONTH--JOB 2              
ER72521    DE6 BEGINNING YEAR--JOB 2               
ER72522    DE6 ENDING MONTH--JOB 2                 
ER72523    DE6 ENDING YEAR--JOB 2                  
ER72524    DE6 WTR EMPLOYED--JOB 2 JAN             
ER72525    DE6 WTR EMPLOYED--JOB 2 FEB             
ER72526    DE6 WTR EMPLOYED--JOB 2 MAR             
ER72527    DE6 WTR EMPLOYED--JOB 2 APR             
ER72528    DE6 WTR EMPLOYED--JOB 2 MAY             
ER72529    DE6 WTR EMPLOYED--JOB 2 JUN             
ER72530    DE6 WTR EMPLOYED--JOB 2 JUL             
ER72531    DE6 WTR EMPLOYED--JOB 2 AUG             
ER72532    DE6 WTR EMPLOYED--JOB 2 SEP             
ER72533    DE6 WTR EMPLOYED--JOB 2 OCT             
ER72534    DE6 WTR EMPLOYED--JOB 2 NOV             
ER72535    DE6 WTR EMPLOYED--JOB 2 DEC             
ER72536    DE20 MAIN OCC FOR JOB 2: 2010 CODE (SP) 
ER72537    DE21 MAIN IND FOR JOB 2: 2012 CODE (SP) 
ER72538    DE22 WORK SELF/OTR?--JOB 2              
ER72539    DE23 CORP/UNCORP BUS--JOB 2             
ER72540    DE24 WORK FOR GOVT?--JOB 2              
ER72541    DE43 HOURS/WEEK WORKED--JOB 2           
ER72542    ACCURACY OF HR/WK WORKED--SP JOB 2      
ER72543    DE44 WTR WORKED OT--JOB 2               
ER72544    DE45 AMT OF OT WORKED--JOB 2            
ER72545    DE45 OT TIME UNIT--JOB 2                
ER72546    ACCURACY OF OT--SP JOB 2                
ER72547    DE46 AMOUNT EARNED LAST YEAR--JOB 2     
ER72548    DE46 PER FOR AMT EARNED LAST YR--JOB 2  
ER72549    DE51 WHY JOB ENDED--JOB 2               
ER72550    DE6 BEGINNING MONTH--JOB 3              
ER72551    DE6 BEGINNING YEAR--JOB 3               
ER72552    DE6 ENDING MONTH--JOB 3                 
ER72553    DE6 ENDING YEAR--JOB 3                  
ER72554    DE6 WTR EMPLOYED--JOB 3 JAN             
ER72555    DE6 WTR EMPLOYED--JOB 3 FEB             
ER72556    DE6 WTR EMPLOYED--JOB 3 MAR             
ER72557    DE6 WTR EMPLOYED--JOB 3 APR             
ER72558    DE6 WTR EMPLOYED--JOB 3 MAY             
ER72559    DE6 WTR EMPLOYED--JOB 3 JUN             
ER72560    DE6 WTR EMPLOYED--JOB 3 JUL             
ER72561    DE6 WTR EMPLOYED--JOB 3 AUG             
ER72562    DE6 WTR EMPLOYED--JOB 3 SEP             
ER72563    DE6 WTR EMPLOYED--JOB 3 OCT             
ER72564    DE6 WTR EMPLOYED--JOB 3 NOV             
ER72565    DE6 WTR EMPLOYED--JOB 3 DEC             
ER72566    DE20 MAIN OCC FOR JOB 3: 2010 CODE (SP) 
ER72567    DE21 MAIN IND FOR JOB 3: 2012 CODE (SP) 
ER72568    DE22 WORK SELF/OTR?--JOB 3              
ER72569    DE23 CORP/UNCORP BUS--JOB 3             
ER72570    DE24 WORK FOR GOVT?--JOB 3              
ER72571    DE43 HOURS/WEEK WORKED--JOB 3           
ER72572    ACCURACY OF HR/WK WORKED--SP JOB 3      
ER72573    DE44 WTR WORKED OT--JOB 3               
ER72574    DE45 AMT OF OT WORKED--JOB 3            
ER72575    DE45 OT TIME UNIT--JOB 3                
ER72576    ACCURACY OF OT--SP JOB 3                
ER72577    DE46 AMOUNT EARNED LAST YEAR--JOB 3     
ER72578    DE46 PER FOR AMT EARNED LAST YR--JOB 3  
ER72579    DE51 WHY JOB ENDED--JOB 3               
ER72580    DE6 BEGINNING MONTH--JOB 4              
ER72581    DE6 BEGINNING YEAR--JOB 4               
ER72582    DE6 ENDING MONTH--JOB 4                 
ER72583    DE6 ENDING YEAR--JOB 4                  
ER72584    DE6 WTR EMPLOYED--JOB 4 JAN             
ER72585    DE6 WTR EMPLOYED--JOB 4 FEB             
ER72586    DE6 WTR EMPLOYED--JOB 4 MAR             
ER72587    DE6 WTR EMPLOYED--JOB 4 APR             
ER72588    DE6 WTR EMPLOYED--JOB 4 MAY             
ER72589    DE6 WTR EMPLOYED--JOB 4 JUN             
ER72590    DE6 WTR EMPLOYED--JOB 4 JUL             
ER72591    DE6 WTR EMPLOYED--JOB 4 AUG             
ER72592    DE6 WTR EMPLOYED--JOB 4 SEP             
ER72593    DE6 WTR EMPLOYED--JOB 4 OCT             
ER72594    DE6 WTR EMPLOYED--JOB 4 NOV             
ER72595    DE6 WTR EMPLOYED--JOB 4 DEC             
ER72596    DE20 MAIN OCC FOR JOB 4: 2010 CODE (SP) 
ER72597    DE21 MAIN IND FOR JOB 4: 2012 CODE (SP) 
ER72598    DE22 WORK SELF/OTR?--JOB 4              
ER72599    DE23 CORP/UNCORP BUS--JOB 4             
ER72600    DE24 WORK FOR GOVT?--JOB 4              
ER72601    DE43 HOURS/WEEK WORKED--JOB 4           
ER72602    ACCURACY OF HR/WK WORKED--SP JOB 4      
ER72603    DE44 WTR WORKED OT--JOB 4               
ER72604    DE45 AMT OF OT WORKED--JOB 4            
ER72605    DE45 OT TIME UNIT--JOB 4                
ER72606    ACCURACY OF OT--SP JOB 4                
ER72607    DE46 AMOUNT EARNED LAST YEAR--JOB 4     
ER72608    DE46 PER FOR AMT EARNED LAST YR--JOB 4  
ER72609    DE51 WHY JOB ENDED--JOB 4               
ER72610    NUMBER OF ADDITIONAL JOBS--SP           
ER72611    DE10 WTR OTRS ILL (SP)                  
ER72612    DE10 DAYS OTHERS SICK                   
ER72613    ACCURACY OF DAYS OTRS SICK (SP)         
ER72614    DE10 WEEKS OTHERS SICK                  
ER72615    ACCURACY OF WEEKS OTRS SICK (SP)        
ER72616    DE10 MONTHS OTHERS SICK                 
ER72617    ACCURACY OF MONTHS OTRS SICK (SP)       
ER72618    DE11 WTR SELF ILL (SP)                  
ER72619    DE11 DAYS SELF SICK                     
ER72620    ACCURACY OF DAYS SELF ILL (SP)          
ER72621    DE11 WEEKS SELF SICK                    
ER72622    ACCURACY OF WEEKS SELF ILL (SP)         
ER72623    DE11 MONTHS SELF SICK                   
ER72624    ACCURACY OF MONTHS SELF ILL (SP)        
ER72625    DE12 WTR VACATION (SP)                  
ER72626    DE12 DAYS VACATION                      
ER72627    ACCURACY OF DAYS VACATION (SP)          
ER72628    DE12 WEEKS VACATION                     
ER72629    ACCURACY OF WEEKS VACATION (SP)         
ER72630    DE12 MONTHS VACATION                    
ER72631    ACCURACY OF MONTHS VACATION (SP)        
ER72632    DE13 WTR STRIKE (SP)                    
ER72633    DE13 DAYS STRIKE                        
ER72634    ACCURACY OF STRIKE DAYS (SP)            
ER72635    DE13 WEEKS STRIKE                       
ER72636    ACCURACY OF STRIKE WEEKS (SP)           
ER72637    DE13 MONTHS STRIKE                      
ER72638    ACCURACY OF STRIKE MONTHS (SP)          
ER72639    DE14 WTR LAID OFF (SP)                  
ER72640    DE14 DAYS LAID OFF                      
ER72641    ACCURACY OF DAYS LAID OFF (SP)          
ER72642    DE14 WEEKS LAID OFF                     
ER72643    ACCURACY OF WEEKS LAID OFF (SP)         
ER72644    DE14 MONTHS LAID OFF                    
ER72645    ACCURACY OF MONTHS LAID OFF (SP)        
ER72646    DE8 WTR UNEMPLOYED(SP)                  
ER72647    DE8 DAYS UNEMPLOYED                     
ER72648    ACCURACY OF DAYS UNEMPLOYED (SP)        
ER72649    DE8 WEEKS UNEMPLOYED                    
ER72650    ACCURACY OF WEEKS UNEMPLOYED (SP)       
ER72651    DE8 MONTHS UNEMPLOYED                   
ER72652    ACCURACY OF MONTHS UNEMPLOYED (SP)      
ER72653    DE8 WTR UNEMPLOYED JAN                  
ER72654    DE8 WTR UNEMPLOYED FEB                  
ER72655    DE8 WTR UNEMPLOYED MAR                  
ER72656    DE8 WTR UNEMPLOYED APR                  
ER72657    DE8 WTR UNEMPLOYED MAY                  
ER72658    DE8 WTR UNEMPLOYED JUN                  
ER72659    DE8 WTR UNEMPLOYED JUL                  
ER72660    DE8 WTR UNEMPLOYED AUG                  
ER72661    DE8 WTR UNEMPLOYED SEP                  
ER72662    DE8 WTR UNEMPLOYED OCT                  
ER72663    DE8 WTR UNEMPLOYED NOV                  
ER72664    DE8 WTR UNEMPLOYED DEC                  
ER72665    DE7 WTR OUT OF LABOR FORCE (SP)         
ER72666    DE7 DAYS OUT OF LABOR FORCE (SP)        
ER72667    ACCURACY OF DAYS OUT OF LAB FORCE (SP)  
ER72668    DE7 WEEKS OUT OF LABOR FORCE (SP)       
ER72669    ACCURACY OF WKS OUT OF LAB FORCE (SP)   
ER72670    DE7 MONTHS OUT OF LABOR FORCE (SP)      
ER72671    ACCURACY OF MOS OUT OF LAB FORCE (SP)   
ER72672    DE7 WTR OUT LAB FORCE JAN               
ER72673    DE7 WTR OUT LAB FORCE FEB               
ER72674    DE7 WTR OUT LAB FORCE MAR               
ER72675    DE7 WTR OUT LAB FORCE APR               
ER72676    DE7 WTR OUT LAB FORCE MAY               
ER72677    DE7 WTR OUT LAB FORCE JUN               
ER72678    DE7 WTR OUT LAB FORCE JUL               
ER72679    DE7 WTR OUT LAB FORCE AUG               
ER72680    DE7 WTR OUT LAB FORCE SEP               
ER72681    DE7 WTR OUT LAB FORCE OCT               
ER72682    DE7 WTR OUT LAB FORCE NOV               
ER72683    DE7 WTR OUT LAB FORCE DEC               
ER72684    DE60ACKPT WTR CURRENTLY WORKING         
ER72685    DE60A HOURS SPENT WORKING               
ER72686    DE60B HOW OFTEN INTERACTING W/OTHERS    
ER72687    DE60C HOW OFTEN PHYSICAL ACTIVITIES     
ER72688    DE60D HOW OFTEN MENTAL ACTIVITIES       
ER72689    DE60E HOW OFTEN PRESSED FOR TIME        
ER72690    DE62 WTR EVER WORKED                    
ER72691    DE63 MO LAST WORKED                     
ER72692    DE63 YR LAST WORKED                     
ER72693    DE64 WTR LOOKING FOR JOB                
ER72694    DE65 WTR PUBLIC EMP AGENCY (SP)         
ER72695    DE65 WTR PRIVATE EMP AGENCY (SP)        
ER72696    DE65 WTR CHKD W/CURRENT EMP (SP)        
ER72697    DE65 WTR CHKD W/OTHER EMP (SP)          
ER72698    DE65 WTR CHKD W/FRIEND OR REL (SP)      
ER72699    DE65 WTR PLACED OR ANSWERED ADS (SP)    
ER72700    DE65 WTR OTHER ACTIVITY (SP)            
ER72701    DE65 WTR DONE NOTHING (SP)              
ER72702    DE65 WTR CHKD W/SCHOOL EMP CENTER (SP)  
ER72703    DE65 WTR CHKD W/UNION REGISTERS (SP)    
ER72704    DE65 WTR SENT OUT RESUMES (SP)          
ER72705    DE65 WTR ATTENDED JOB TRAINING (SP)     
ER72706    DE65 WTR WENT ON JOB IWS (SP)           
ER72707    DE65 WTR LOOKD AT ADS W/O APPLYG (SP)   
ER72708    DE65 WTR USED SOCIAL MEDIA (SP)         
ER72709    DE65ACKPT METHODS USED TO SEARCH        
ER72710    DE65A WTR USED INTERNET FOR SEARCHING   
ER72711    DE65B WTR REQUIRED TO USE INTERNET      
ER72712    DE67 YRS LOOK WRK (SP-U)                
ER72713    DE67 MOS LOOK WRK (SP-U)                
ER72714    DE67 WKS LOOK WRK (SP-U)                
ER72715    DE68 CKPT: WTR NOT WRKING/NOT LOOKING   
ER72716    DE68 MAIN REASON NOT LOOKING            
ER72717    F1ACKPT WTR REF PERSON ONLY OR SPOUSE   
ER72718    F1A HOUSEWORK HOURS-REFERENCE PERSON    
ER72719    ACCURACY OF RP HOUSEWORK HRS            
ER72720    F1B PERSONAL CARE HRS-REF PERSON        
ER72721    F1C SHOPPING HRS-REF PERSON             
ER72722    F1D CHILD CARE HRS-REF PERSON           
ER72723    F1D2 ADULT CARE HRS-REF PERSON          
ER72724    F1E VOLUNTEERING HRS-REF PERSON         
ER72725    F1F EDUCATIONAL ACTIVITY HRS-REF PERSON 
ER72726    F1G LEISURE HRS-REF PERSON              
ER72727    F1H HOW OFTEN INTERACT W/OTHERS-RP      
ER72728    F1I  HOW OFTEN PHYSICAL ACTIVITIES-RP   
ER72729    F1J HOW OFTEN MENTAL ACTIVITIES-RP      
ER72730    F1K HOW OFTEN PRESSED FOR TIME-RP       
ER72731    F1A HOUSEWORK HRS-SPOUSE                
ER72732    ACCURACY OF SP HOUSEWORK HRS            
ER72733    F1B PERSONAL CARE HRS-SPOUSE            
ER72734    F1C SHOPPING HRS-SPOUSE                 
ER72735    F1D CHILD CARE HRS-SPOUSE               
ER72736    F1D2 ADULT CARE HRS-SPOUSE              
ER72737    F1E VOLUNTEERING HRS-SPOUSE             
ER72738    F1F EDUCATIONAL ACTIVITY HRS-SPOUSE     
ER72739    F1G LEISURE HRS-SPOUSE                  
ER72740    F1H HOW OFTEN INTERACT W/OTHERS-SP      
ER72741    F1I  HOW OFTEN PHYSICAL ACTIVITIES-SP   
ER72742    F1J HOW OFTEN MENTAL ACTIVITIES-SP      
ER72743    F1K HOW OFTEN PRESSED FOR TIME-SP       
ER72744    F5 FAM TOGETHR MAIN MEAL                
ER72745    F7 CKPT: WTR CHILD 5-18 IN FU LAST YEAR 
ER72746    F6AB WTR REC FREE BRKFT/LUNCH LAST YR   
ER72747    F6CCKPT WTR FU MEMBER UNDER 16 LAST YR  
ER72748    F7 COST CHILD CARE LAST YEAR            
ER72749    F7 CHILD CARE COST PER                  
ER72750    F7 WTR PAID FOR CHILD CARE JAN LAST YR  
ER72751    F7 WTR PAID FOR CHILD CARE FEB LAST YR  
ER72752    F7 WTR PAID FOR CHILD CARE MAR LAST YR  
ER72753    F7 WTR PAID FOR CHILD CARE APR LAST YR  
ER72754    F7 WTR PAID FOR CHILD CARE MAY LAST YR  
ER72755    F7 WTR PAID FOR CHILD CARE JUN LAST YR  
ER72756    F7 WTR PAID FOR CHILD CARE JUL LAST YR  
ER72757    F7 WTR PAID FOR CHILD CARE AUG LAST YR  
ER72758    F7 WTR PAID FOR CHILD CARE SEP LAST YR  
ER72759    F7 WTR PAID FOR CHILD CARE OCT LAST YR  
ER72760    F7 WTR PAID FOR CHILD CARE NOV LAST YR  
ER72761    F7 WTR PAID FOR CHILD CARE DEC LAST YR  
ER72762    F7A WTR CHILD IN DAY CARE CNTR LAST YR  
ER72763    F7B WTR MEALS/SNACKS PROVIDED TO CHILD  
ER72764    F7B1 WTR DAYCARE IN CHILD/ADULT FOOD PGM
ER72765    F7B2CK WTR FEMALE 15-45/CHILD <5 LAST YR
ER72766    F7B2 WTR RECD FOOD THROUGH WIC PROGRAM  
ER72767    F7CCKPT WTR FU MEMBER 60+ LAST YR       
ER72768    F7C WTR RECD FREE/REDUCD MEALS LAST YR  
ER72769    F8 WTR USED FOOD STAMPS 2 YRS AGO       
ER72770    F11 WTR RECEIVED FOOD STAMPS LAST YEAR  
ER72771    F12 VALUE OF FOOD STAMPS LAST YEAR      
ER72772    F12 TIME UNIT-VALUE FOOD STAMPS LAST YR 
ER72773    ACCURACY OF FOOD STAMPS LAST YEAR       
ER72774    F13 WTR RECVD FOOD STAMPS JAN LAST YEAR 
ER72775    F13 WTR RECVD FOOD STAMPS FEB LAST YEAR 
ER72776    F13 WTR RECVD FOOD STAMPS MAR LAST YEAR 
ER72777    F13 WTR RECVD FOOD STAMPS APR LAST YEAR 
ER72778    F13 WTR RECVD FOOD STAMPS MAY LAST YEAR 
ER72779    F13 WTR RECVD FOOD STAMPS JUN LAST YEAR 
ER72780    F13 WTR RECVD FOOD STAMPS JUL LAST YEAR 
ER72781    F13 WTR RECVD FOOD STAMPS AUG LAST YEAR 
ER72782    F13 WTR RECVD FOOD STAMPS SEP LAST YEAR 
ER72783    F13 WTR RECVD FOOD STAMPS OCT LAST YEAR 
ER72784    F13 WTR RECVD FOOD STAMPS NOV LAST YEAR 
ER72785    F13 WTR RECVD FOOD STAMPS DEC LAST YEAR 
ER72786    F14 WTR RECEIVED FOOD STAMPS LAST MONTH 
ER72787    F15 # FU MEMBERS RECEIVED FOOD STAMPS   
ER72788    F16 VALUE OF FOOD STAMPS RECD LAST MONTH
ER72789    ACCURACY OF FOOD STAMPS LAST MONTH      
ER72790    F17 WTR BUY FOOD TO USE AT HOME         
ER72791    F18 REPORTED COST OF FOOD AT HOME       
ER72792    F18 COST OF FOOD AT HOME PER            
ER72793    ACCURACY OF FOOD AT HOME-RECD FD STAMPS 
ER72794    F19 WTR FOOD DELIVERED TO HOME          
ER72795    F20 COST OF DELIVERED FOOD              
ER72796    F20 COST OF DELIVERED FOOD PER          
ER72797    ACCURACY OF DELIVERD FOOD-RECD FD STAMPS
ER72798    F21 COST OF FOOD EATEN OUT              
ER72799    F21 COST OF FOOD EATEN OUT PER          
ER72800    ACCURACY OF FOOD EATN OUT-RECD FD STAMPS
ER72801    F22 REPORTED COST OF FOOD AT HOME       
ER72802    F22 COST OF FOOD AT HOME PER            
ER72803    ACCURACY OF FOOD AT HOME-NO FD STAMPS   
ER72804    F23 WTR FOOD DELIVERED TO HOME          
ER72805    F24 COST OF DELIVERED FOOD              
ER72806    F24 COST OF DELIVERED FOOD PER          
ER72807    ACCURACY OF DELIVERED FOOD-NO FD STAMPS 
ER72808    F25 COST OF FOOD EATEN OUT              
ER72809    F25 COST OF FOOD EATEN OUT PER          
ER72810    ACCURACY OF FOOD EATEN OUT-NO FD STAMPS 
ER72811    FOOD1CKPT WTR PROXY RESPONDENT          
ER72812    FOOD1 WTR FOOD RAN OUT- ADULT           
ER72813    FOOD2 FOOD DID NOT LAST - ADULT         
ER72814    FOOD3 AFFORD BALANCED MEALS - ADULT     
ER72815    FOOD4 WTR CUT SIZE OF MEALS - ADULT     
ER72816    FOOD5 HOW OFTEN CUT MEAL SIZE - ADULT   
ER72817    FOOD6 WHETHER ATE LESS - ADULT          
ER72818    FOOD7 WHETHER EVER HUNGRY - ADULT       
ER72819    FOOD8 WHETHER LOST WEIGHT - ADULT       
ER72820    FOOD9 WTR NOT EAT FOR A DAY - ADULT     
ER72821    FOOD10 HOW OFTEN NOT EAT - ADULT        
ER72822    FD11CKPT WTR CHILDREN 0-17 IN FU        
ER72823    FOOD11 WTR RELIED LOW COST FOOD - CHILD 
ER72824    FOOD12 AFFORD BALANCED MEALS - CHILD    
ER72825    FOOD13 NOT EATING ENOUGH - CHILD        
ER72826    FOOD14 WTR CUT SIZE OF MEALS - CHILD    
ER72827    FOOD15 WTR SKIPPPED MEALS - CHILD       
ER72828    FOOD16 HOW OFTEN SKIP MEALS - CHILD     
ER72829    FOOD17 WTR EVER HUNGRY - CHILD          
ER72830    FOOD18 WTR NOT EAT FOR A DAY - CHILD    
ER72831    IMP FOOD1 WTR IMP FOOD RAN OUT- ADULT   
ER72832    IMP FOOD2 IMP FOOD DID NOT LAST - ADULT 
ER72833    IMP FOOD3 AFFORD BALANCED MEALS - ADULT 
ER72834    IMP FOOD4 WTR CUT SIZE OF MEALS - ADULT 
ER72835    IMP FOOD5 HOW OFTEN CUT MEAL SIZE - AT  
ER72836    IMP FOOD6 WHETHER ATE LESS - ADULT      
ER72837    IMP FOOD7 WHETHER EVER HUNGRY - ADULT   
ER72838    IMP FOOD8 WHETHER LOST WEIGHT - ADULT   
ER72839    IMP FOOD9 WTR NOT EAT FOR A DAY - ADULT 
ER72840    IMP FOOD10 HOW OFTEN NOT EAT - ADULT    
ER72841    IMP FOOD11 WTR RELIED LOW COST FOOD - CD
ER72842    IMP FOOD12 AFFORD BALANCED MEALS - CHILD
ER72843    IMP FOOD13 NOT EATING ENOUGH - CHILD    
ER72844    IMP FOOD14 WTR CUT SIZE OF MEALS - CHILD
ER72845    IMP FOOD15 WTR SKIPPPED MEALS - CHILD   
ER72846    IMP FOOD16 HOW OFTEN SKIP MEALS - CHILD 
ER72847    IMP FOOD17 WTR EVER HUNGRY - CHILD      
ER72848    IMP FOOD18 WTR NOT EAT FOR A DAY - CHILD
ER72849    HOUSEHOLD FOOD SECURITY RAW SCORE       
ER72850    HOUSEHOLD FOOD SECURITY SCALE SCORE     
ER72851    HOUSEHOLD FOOD SECURITY STATUS CATEGORY 
ER72852    CHILDREN'S FOOD SECURITY RAW SCORE      
ER72853    CHILDREN'S FOOD SECURITY SCALE SCORE    
ER72854    CHILDREN'S FOOD SECURITY STATUS CATEGORY
ER72855    FOOD SECURITY-CHILD IN HOUSEHOLD        
ER72856    F47 WTR HAVE VEHICLE                    
ER72857    F48 NUMBER OF VEHICLES                  
ER72858    F49 MANUFACTURER CODE #1                
ER72859    F49 VEHICLE MAKE CODE #1                
ER72860    F49 VEHICLE MODEL YEAR #1               
ER72861    F49 VEHICLE TYPE CODE #1                
ER72862    F49B1 HYBRID INDICATOR IF MODEL KNOWN #1
ER72863    F49B2 WTR HYBRID IF MODEL UNKNOWN #1    
ER72864    F53 HOW ACQUIRED #1                     
ER72865    F55 YR ACQUIRED #1                      
ER72866    F57 WTR USED FOR BUSINESS #1            
ER72867    F58 WTR USED MOSTLY FOR BUSINESS #1     
ER72868    F60 WTR OWN/LEASE >3 YR OLD VEHICLE #1  
ER72869    F61 TOTAL PRICE #1                      
ER72870    F64 CASH DOWNPMT AMT #1                 
ER72871    F65 WTR GOT LOAN #1                     
ER72872    F66 LOAN AMOUNT #1                      
ER72873    F67 LOAN PAYMENT AMT #1                 
ER72874    F67 LOAN PMT AMT PER #1                 
ER72875    F69 LOAN TOTAL # PMTS #1                
ER72876    F70 LOAN # PMTS MADE #1                 
ER72877    F71 LEASE INITIAL OUTLAY #1             
ER72878    F72 LEASE PMT AMOUNT #1                 
ER72879    F72 LEASE AMOUNT PER #1                 
ER72880    F73 LEASE TOTAL # PMTS #1               
ER72881    F74 LEASE # PMTS MADE #1                
ER72882    F49 MANUFACTURER CODE #2                
ER72883    F49 VEHICLE MAKE CODE #2                
ER72884    F49 VEHICLE MODEL YEAR #2               
ER72885    F49 VEHICLE TYPE CODE #2                
ER72886    F49B1 HYBRID INDICATOR IF MODEL KNOWN #2
ER72887    F49B2 WTR HYBRID IF MODEL UNKNOWN #2    
ER72888    F53 HOW ACQUIRED #2                     
ER72889    F55 YR ACQUIRED #2                      
ER72890    F57 WTR USED FOR BUSINESS #2            
ER72891    F58 WTR MOSTLY FOR BUSINESS #2          
ER72892    F60 CKPT: WTR OWN >3 YR OLD VEHICLE #2  
